datetime,field1,field2,field3,field4
2021-01-30T09:00:00.000Z,5.4,16,5.2,750
2021-01-30T10:00:00.000Z,6.8,15,7.6,1006
2021-01-30T11:00:00.000Z,8.1,21,6.3,706
2021-01-30T12:00:00.000Z,7.7,19,8,823
2021-01-30T13:00:00.000Z,7.5,14,7.4,647
2021-01-30T14:00:00.000Z,6.9,20,7.5,777
2021-01-30T15:00:00.000Z,5.7,17,5.3,893
2021-01-30T16:00:00.000Z,8.9,16,7,967
2021-01-30T17:00:00.000Z,6.5,14,6.1,784
2021-01-30T18:00:00.000Z,6.7,18,7.5,655
2021-01-30T19:00:00.000Z,7.9,16,8,635
2021-01-30T20:00:00.000Z,8.6,16,5.1,846
2021-01-30T21:00:00.000Z,6.2,15,6.7,638
2021-01-30T22:00:00.000Z,7.8,18,5.3,650
2021-01-30T23:00:00.000Z,5.4,20,6,949
2021-01-31T00:00:00.000Z,6.7,18,7,773
2021-01-31T01:00:00.000Z,5.9,19,5.2,834
2021-01-31T02:00:00.000Z,8.4,19,6.4,632
2021-01-31T03:00:00.000Z,6.8,20,5.9,895
2021-01-31T04:00:00.000Z,7.1,21,5.7,948
2021-01-31T05:00:00.000Z,6.5,22,8.2,899
2021-01-31T06:00:00.000Z,7.5,19,7,734
2021-01-31T07:00:00.000Z,7.9,20,7.8,795
2021-01-31T08:00:00.000Z,8.7,14,8.3,832
2021-01-31T09:00:00.000Z,6.1,14,5.4,830
2021-01-31T10:00:00.000Z,6.1,21,8.4,811
2021-01-31T11:00:00.000Z,6.9,20,5.3,652
2021-01-31T12:00:00.000Z,8.1,17,6.6,627
2021-01-31T13:00:00.000Z,6.4,14,7.3,1007
2021-01-31T14:00:00.000Z,5.9,14,8.5,633
2021-01-31T15:00:00.000Z,7.2,20,6.2,759
2021-01-31T16:00:00.000Z,5.4,16,5.7,966
2021-01-31T17:00:00.000Z,7.5,22,6.7,775
2021-01-31T18:00:00.000Z,7.2,19,5.6,904
2021-01-31T19:00:00.000Z,6.6,16,6.6,940
2021-01-31T20:00:00.000Z,7.4,21,5.7,772
2021-01-31T21:00:00.000Z,7.5,22,8.1,775
2021-01-31T22:00:00.000Z,7.6,22,5.6,977
2021-01-31T23:00:00.000Z,8.4,22,8,986
2021-02-01T00:00:00.000Z,8.8,17,7.6,1004
2021-02-01T01:00:00.000Z,6.5,15,8.3,955
2021-02-01T02:00:00.000Z,8.1,17,7,853
2021-02-01T03:00:00.000Z,5.7,19,7.8,729
2021-02-01T04:00:00.000Z,7.5,22,8.4,863
2021-02-01T05:00:00.000Z,6.8,20,5.9,844
2021-02-01T06:00:00.000Z,7.3,18,7.8,898
2021-02-01T07:00:00.000Z,8,20,7.3,976
2021-02-01T08:00:00.000Z,6.3,20,7.8,737
2021-02-01T09:00:00.000Z,6.5,22,6.5,926
2021-02-01T10:00:00.000Z,6.7,18,8.3,978
2021-02-01T11:00:00.000Z,5.8,20,6.3,682
2021-02-01T12:00:00.000Z,8.7,19,6.2,950
2021-02-01T13:00:00.000Z,5.8,20,5.3,1005
2021-02-01T14:00:00.000Z,7.9,18,7.9,761
2021-02-01T15:00:00.000Z,6.1,21,8.3,893
2021-02-01T16:00:00.000Z,6.9,20,6.1,711
2021-02-01T17:00:00.000Z,6.2,19,8,902
2021-02-01T18:00:00.000Z,6.3,21,5.2,897
2021-02-01T19:00:00.000Z,5.9,19,5.5,986
2021-02-01T20:00:00.000Z,7.6,19,6.9,673
2021-02-01T21:00:00.000Z,5.8,22,7.4,959
2021-02-01T22:00:00.000Z,5.6,18,5.1,781
2021-02-01T23:00:00.000Z,8.2,19,7.5,972
2021-02-02T00:00:00.000Z,8.3,16,7.6,901
2021-02-02T01:00:00.000Z,7.9,20,7.4,933
2021-02-02T02:00:00.000Z,6.2,21,8.1,974
2021-02-02T03:00:00.000Z,7,22,7.6,628
2021-02-02T04:00:00.000Z,7.2,17,5.3,816
2021-02-02T05:00:00.000Z,7,19,5.3,833
2021-02-02T06:00:00.000Z,8.4,20,5.8,830
2021-02-02T07:00:00.000Z,8.1,17,5.5,759
2021-02-02T08:00:00.000Z,6.7,14,8.3,628
2021-02-02T09:00:00.000Z,8,19,6.2,836
2021-02-02T10:00:00.000Z,8,20,5.6,676
2021-02-02T11:00:00.000Z,7.9,20,8.4,775
2021-02-02T12:00:00.000Z,5.7,21,6.4,720
2021-02-02T13:00:00.000Z,5.6,18,7.3,780
2021-02-02T14:00:00.000Z,8.6,14,6,670
2021-02-02T15:00:00.000Z,8.8,18,7.3,975
2021-02-02T16:00:00.000Z,8.1,17,5.4,893
2021-02-02T17:00:00.000Z,8.6,14,8.5,988
2021-02-02T18:00:00.000Z,7.4,20,5.4,950
2021-02-02T19:00:00.000Z,7.7,16,5.7,961
2021-02-02T20:00:00.000Z,7,14,5.1,915
2021-02-02T21:00:00.000Z,8.7,19,8.5,961
2021-02-02T22:00:00.000Z,6.7,16,7.1,902
2021-02-02T23:00:00.000Z,7.9,21,6.4,939
2021-02-03T00:00:00.000Z,8.3,15,7.8,931
2021-02-03T01:00:00.000Z,7.5,21,6.9,840
2021-02-03T02:00:00.000Z,5.8,17,7.3,645
2021-02-03T03:00:00.000Z,6.9,19,6.3,1014
2021-02-03T04:00:00.000Z,7.8,15,7.3,663
2021-02-03T05:00:00.000Z,5.6,22,6.6,920
2021-02-03T06:00:00.000Z,7.9,19,8.1,844
2021-02-03T07:00:00.000Z,8.9,18,7.9,961
2021-02-03T08:00:00.000Z,7.6,21,7.2,909
2021-02-03T09:00:00.000Z,5.6,21,7,782
2021-02-03T10:00:00.000Z,8.7,14,5.4,633
2021-02-03T11:00:00.000Z,5.8,20,6.4,904
2021-02-03T12:00:00.000Z,5.7,22,6.4,889
2021-02-03T13:00:00.000Z,7.2,15,6.3,622
2021-02-03T14:00:00.000Z,7,18,6.4,760
2021-02-03T15:00:00.000Z,7.2,19,8,977
2021-02-03T16:00:00.000Z,8.8,15,6,996
2021-02-03T17:00:00.000Z,8.2,15,7.9,926
2021-02-03T18:00:00.000Z,7.8,14,6.3,923
2021-02-03T19:00:00.000Z,5.4,20,7.9,688
2021-02-03T20:00:00.000Z,7.6,15,7,703
2021-02-03T21:00:00.000Z,5.4,21,7.7,723
2021-02-03T22:00:00.000Z,7.3,14,5.3,910
2021-02-03T23:00:00.000Z,8.8,19,7.7,618
2021-02-04T00:00:00.000Z,8.8,18,7.7,822
2021-02-04T01:00:00.000Z,8.6,22,7.3,984
2021-02-04T02:00:00.000Z,7.2,16,8.2,724
2021-02-04T03:00:00.000Z,7.8,17,6.4,817
2021-02-04T04:00:00.000Z,6.3,17,5.4,682
2021-02-04T05:00:00.000Z,7.3,22,8.5,945
2021-02-04T06:00:00.000Z,6.6,21,5.9,836
2021-02-04T07:00:00.000Z,7.6,16,6.3,845
2021-02-04T08:00:00.000Z,7,19,8,953
2021-02-04T09:00:00.000Z,7.6,21,5.4,694
2021-02-04T10:00:00.000Z,7.1,19,6.4,1014
2021-02-04T11:00:00.000Z,7.7,19,5.8,846
2021-02-04T12:00:00.000Z,5.9,20,5.6,925
2021-02-04T13:00:00.000Z,7.5,18,8.4,873
2021-02-04T14:00:00.000Z,7.9,22,7.7,1008
2021-02-04T15:00:00.000Z,7.1,14,6.1,697
2021-02-04T16:00:00.000Z,6.8,22,7.1,726
2021-02-04T17:00:00.000Z,7.6,17,6.5,857
2021-02-04T18:00:00.000Z,7.4,18,6.3,995
2021-02-04T19:00:00.000Z,7.1,21,6.8,993
2021-02-04T20:00:00.000Z,8.4,17,6.5,856
2021-02-04T21:00:00.000Z,8.2,15,5.3,984
2021-02-04T22:00:00.000Z,6.9,18,8.2,646
2021-02-04T23:00:00.000Z,7.9,18,7.8,878
2021-02-05T00:00:00.000Z,6.4,21,6.6,783
2021-02-05T01:00:00.000Z,8.4,21,7.4,807
2021-02-05T02:00:00.000Z,8.5,19,5.3,686
2021-02-05T03:00:00.000Z,5.5,17,7.4,695
2021-02-05T04:00:00.000Z,8.4,18,5.3,761
2021-02-05T05:00:00.000Z,6,21,7.3,975
2021-02-05T06:00:00.000Z,8.4,19,6,771
2021-02-05T07:00:00.000Z,7.7,17,5.9,996
2021-02-05T08:00:00.000Z,5.6,14,7.3,1000
2021-02-05T09:00:00.000Z,6.3,14,5.3,946
2021-02-05T10:00:00.000Z,7.3,19,7.3,752
2021-02-05T11:00:00.000Z,8.2,15,6.2,817
2021-02-05T12:00:00.000Z,5.4,22,5.6,862
2021-02-05T13:00:00.000Z,5.9,16,8.4,629
2021-02-05T14:00:00.000Z,7,18,5.5,1006
2021-02-05T15:00:00.000Z,6.8,16,5.8,770
2021-02-05T16:00:00.000Z,7.7,20,6.3,943
2021-02-05T17:00:00.000Z,5.5,21,5.1,949
2021-02-05T18:00:00.000Z,6.8,15,8,766
2021-02-05T19:00:00.000Z,6.3,14,6.4,790
2021-02-05T20:00:00.000Z,8,18,7.9,839
2021-02-05T21:00:00.000Z,5.9,14,7.5,730
2021-02-05T22:00:00.000Z,7.6,22,8,770
2021-02-05T23:00:00.000Z,7.4,15,6.8,805
2021-02-06T00:00:00.000Z,5.7,14,7.7,917
2021-02-06T01:00:00.000Z,7.6,16,5.9,864
2021-02-06T02:00:00.000Z,7.6,20,8.5,828
2021-02-06T03:00:00.000Z,8,14,5.6,745
2021-02-06T04:00:00.000Z,7.9,22,6.7,807
2021-02-06T05:00:00.000Z,6.7,21,6.5,939
2021-02-06T06:00:00.000Z,5.7,21,6.2,769
2021-02-06T07:00:00.000Z,6.1,15,7.1,748
2021-02-06T08:00:00.000Z,8.2,22,5.5,823
2021-02-06T09:00:00.000Z,6.3,18,7.9,979
2021-02-06T10:00:00.000Z,5.8,17,6.7,756
2021-02-06T11:00:00.000Z,7.6,16,7.9,976
2021-02-06T12:00:00.000Z,8.7,15,7.5,620
2021-02-06T13:00:00.000Z,7.4,16,7,858
2021-02-06T14:00:00.000Z,6.9,14,8,653
2021-02-06T15:00:00.000Z,6.1,16,5.7,827
2021-02-06T16:00:00.000Z,6.4,20,6.9,958
2021-02-06T17:00:00.000Z,5.6,18,6.1,656
2021-02-06T18:00:00.000Z,7.3,22,6.4,846
2021-02-06T19:00:00.000Z,7.3,20,5.9,1011
2021-02-06T20:00:00.000Z,7.5,17,7.4,794
2021-02-06T21:00:00.000Z,6,20,6.4,1023
2021-02-06T22:00:00.000Z,6.5,17,5.5,755
2021-02-06T23:00:00.000Z,6.4,14,5.3,863
2021-02-07T00:00:00.000Z,6.3,22,8.3,962
2021-02-07T01:00:00.000Z,6.2,22,8.4,731
2021-02-07T02:00:00.000Z,5.6,21,5.9,659
2021-02-07T03:00:00.000Z,6.1,19,7.3,628
2021-02-07T04:00:00.000Z,6.2,17,6.2,636
2021-02-07T05:00:00.000Z,8.2,22,7.3,1009
2021-02-07T06:00:00.000Z,5.5,20,5.2,917
2021-02-07T07:00:00.000Z,5.9,16,6.4,639
2021-02-07T08:00:00.000Z,7.1,17,5.5,982
2021-02-07T09:00:00.000Z,7.1,19,5.2,869
2021-02-07T10:00:00.000Z,7.1,15,6,756
2021-02-07T11:00:00.000Z,6,17,6.1,992
2021-02-07T12:00:00.000Z,8.8,14,7.8,771
2021-02-07T13:00:00.000Z,7.5,19,8.2,835
2021-02-07T14:00:00.000Z,7.3,18,5.9,835
2021-02-07T15:00:00.000Z,6.6,21,6.2,856
2021-02-07T16:00:00.000Z,5.4,18,5.6,955
2021-02-07T17:00:00.000Z,7.6,16,5.5,905
2021-02-07T18:00:00.000Z,8.3,17,5.4,724
2021-02-07T19:00:00.000Z,8.1,18,6.3,902
2021-02-07T20:00:00.000Z,5.8,21,7.3,662
2021-02-07T21:00:00.000Z,5.6,16,7.7,820
2021-02-07T22:00:00.000Z,6.6,17,5.7,771
2021-02-07T23:00:00.000Z,6.7,19,7.1,795
2021-02-08T00:00:00.000Z,8.4,18,7.1,751
2021-02-08T01:00:00.000Z,5.9,21,6.9,620
2021-02-08T02:00:00.000Z,6.3,21,6.3,1014
2021-02-08T03:00:00.000Z,7.4,20,6.4,735
2021-02-08T04:00:00.000Z,6.5,16,6.6,627
2021-02-08T05:00:00.000Z,7.9,16,6.6,758
2021-02-08T06:00:00.000Z,7.6,17,7.2,745
2021-02-08T07:00:00.000Z,7.7,17,6.5,942
2021-02-08T08:00:00.000Z,7.8,22,7.4,677
2021-02-08T09:00:00.000Z,6.5,17,6.1,766
2021-02-08T10:00:00.000Z,7.5,22,7.3,899
2021-02-08T11:00:00.000Z,8.6,20,6.2,627
2021-02-08T12:00:00.000Z,7.2,19,5.9,885
2021-02-08T13:00:00.000Z,7.8,18,8.5,690
2021-02-08T14:00:00.000Z,8.3,18,5.2,691
2021-02-08T15:00:00.000Z,8.1,19,6.7,641
2021-02-08T16:00:00.000Z,5.8,18,7.4,618
2021-02-08T17:00:00.000Z,6.9,15,7.8,790
2021-02-08T18:00:00.000Z,6,19,5.5,861
2021-02-08T19:00:00.000Z,6.5,22,8.3,993
2021-02-08T20:00:00.000Z,8.5,16,5.1,676
2021-02-08T21:00:00.000Z,7.8,15,5.6,816
2021-02-08T22:00:00.000Z,8.5,17,5.6,719
2021-02-08T23:00:00.000Z,6.6,19,8.2,743
2021-02-09T00:00:00.000Z,8.5,16,5.3,890
2021-02-09T01:00:00.000Z,6.9,16,5.9,1012
2021-02-09T02:00:00.000Z,7.6,16,8.2,666
2021-02-09T03:00:00.000Z,7.2,14,7.6,737
2021-02-09T04:00:00.000Z,7.7,15,6.8,851
2021-02-09T05:00:00.000Z,7.7,22,6,794
2021-02-09T06:00:00.000Z,6.8,18,6.9,870
2021-02-09T07:00:00.000Z,8.2,14,6.8,826
2021-02-09T08:00:00.000Z,7.6,16,7.7,657
2021-02-09T09:00:00.000Z,8.1,21,7.4,715
2021-02-09T10:00:00.000Z,5.6,18,5.4,893
2021-02-09T11:00:00.000Z,7.8,14,7.2,963
2021-02-09T12:00:00.000Z,5.5,20,5.7,974
2021-02-09T13:00:00.000Z,7.6,20,8.4,888
2021-02-09T14:00:00.000Z,7.1,15,7.4,1026
2021-02-09T15:00:00.000Z,5.8,14,6.1,863
2021-02-09T16:00:00.000Z,6.9,18,7,649
2021-02-09T17:00:00.000Z,8.7,21,6.7,947
2021-02-09T18:00:00.000Z,8.7,16,7.8,737
2021-02-09T19:00:00.000Z,6.7,22,7.7,664
2021-02-09T20:00:00.000Z,8.3,21,5.3,972
2021-02-09T21:00:00.000Z,8.7,19,7.9,738
2021-02-09T22:00:00.000Z,6.5,14,7.7,842
2021-02-09T23:00:00.000Z,5.8,15,6.2,912
2021-02-10T00:00:00.000Z,5.5,16,6.5,948
2021-02-10T01:00:00.000Z,6,14,6,627
2021-02-10T02:00:00.000Z,8.4,15,8.2,730
2021-02-10T03:00:00.000Z,6.2,16,6,647
2021-02-10T04:00:00.000Z,6.1,14,5.9,657
2021-02-10T05:00:00.000Z,8,18,5.3,731
2021-02-10T06:00:00.000Z,6.9,17,8.3,632
2021-02-10T07:00:00.000Z,7.9,20,6.7,1002
2021-02-10T08:00:00.000Z,7.7,19,7.6,627
2021-02-10T09:00:00.000Z,6.4,21,8,759
2021-02-10T10:00:00.000Z,8.4,16,6.5,931
2021-02-10T11:00:00.000Z,7.4,16,7.4,692
2021-02-10T12:00:00.000Z,7,14,8.3,628
2021-02-10T13:00:00.000Z,6.9,15,7.8,883
2021-02-10T14:00:00.000Z,7.9,15,8.4,719
2021-02-10T15:00:00.000Z,6.9,15,5.8,858
2021-02-10T16:00:00.000Z,8.5,20,7.2,643
2021-02-10T17:00:00.000Z,6.3,17,6.8,710
2021-02-10T18:00:00.000Z,5.4,16,5.3,729
2021-02-10T19:00:00.000Z,7.8,15,7.8,736
2021-02-10T20:00:00.000Z,5.5,17,7.7,858
2021-02-10T21:00:00.000Z,7.9,16,6.4,750
2021-02-10T22:00:00.000Z,8.7,16,8.3,1021
2021-02-10T23:00:00.000Z,8.7,20,7.5,814
2021-02-11T00:00:00.000Z,7.3,14,6.3,750
2021-02-11T01:00:00.000Z,8.3,15,8.5,979
2021-02-11T02:00:00.000Z,5.4,16,6.8,874
2021-02-11T03:00:00.000Z,6.6,15,6.4,884
2021-02-11T04:00:00.000Z,6.6,22,6,842
2021-02-11T05:00:00.000Z,8,22,7.1,689
2021-02-11T06:00:00.000Z,7.6,22,7.1,738
2021-02-11T07:00:00.000Z,8.1,21,6.5,782
2021-02-11T08:00:00.000Z,5.5,19,5.8,623
2021-02-11T09:00:00.000Z,5.8,22,8.5,662
2021-02-11T10:00:00.000Z,8.7,22,8.2,628
2021-02-11T11:00:00.000Z,8.7,19,5.8,730
2021-02-11T12:00:00.000Z,6.5,20,8.3,716
2021-02-11T13:00:00.000Z,5.5,22,5.4,870
2021-02-11T14:00:00.000Z,6.9,20,8,958
2021-02-11T15:00:00.000Z,5.7,22,7.3,753
2021-02-11T16:00:00.000Z,8.1,14,5.4,801
2021-02-11T17:00:00.000Z,6.7,20,7.4,734
2021-02-11T18:00:00.000Z,8.3,15,8.1,888
2021-02-11T19:00:00.000Z,7.1,18,7.2,745
2021-02-11T20:00:00.000Z,6.2,16,5.9,907
2021-02-11T21:00:00.000Z,8.7,20,8.2,813
2021-02-11T22:00:00.000Z,7.6,16,7,986
2021-02-11T23:00:00.000Z,7.9,22,7,976
2021-02-12T00:00:00.000Z,7,22,6.3,675
2021-02-12T01:00:00.000Z,8.6,21,6.4,873
2021-02-12T02:00:00.000Z,6.1,14,8.2,805
2021-02-12T03:00:00.000Z,7.6,14,8.2,791
2021-02-12T04:00:00.000Z,5.8,14,6.1,758
2021-02-12T05:00:00.000Z,8.5,16,5.6,958
2021-02-12T06:00:00.000Z,6.4,19,5.3,971
2021-02-12T07:00:00.000Z,6,17,8,962
2021-02-12T08:00:00.000Z,7.7,14,8.5,640
2021-02-12T09:00:00.000Z,6.5,22,7.5,1008
2021-02-12T10:00:00.000Z,7.6,22,6.1,767
2021-02-12T11:00:00.000Z,7.9,17,8.1,916
2021-02-12T12:00:00.000Z,7.4,18,6,761
2021-02-12T13:00:00.000Z,6.5,18,5.9,1006
2021-02-12T14:00:00.000Z,6.3,18,5.5,643
2021-02-12T15:00:00.000Z,8.2,15,7.2,969
2021-02-12T16:00:00.000Z,8,15,5.4,864
2021-02-12T17:00:00.000Z,8.7,19,7.5,1013
2021-02-12T18:00:00.000Z,6,18,8.1,990
2021-02-12T19:00:00.000Z,6.7,15,6.8,701
2021-02-12T20:00:00.000Z,5.5,16,6.4,756
2021-02-12T21:00:00.000Z,6.9,20,5.9,912
2021-02-12T22:00:00.000Z,7.3,15,6.7,949
2021-02-12T23:00:00.000Z,5.4,16,6.2,728
2021-02-13T00:00:00.000Z,6.7,18,8.1,792
2021-02-13T01:00:00.000Z,7,15,6.3,875
2021-02-13T02:00:00.000Z,6.4,22,5.6,823
2021-02-13T03:00:00.000Z,5.7,15,5.5,878
2021-02-13T04:00:00.000Z,6,21,7.1,877
2021-02-13T05:00:00.000Z,8.7,22,6.7,736
2021-02-13T06:00:00.000Z,8.8,19,7.1,1017
2021-02-13T07:00:00.000Z,7.6,17,7.6,910
2021-02-13T08:00:00.000Z,6.4,19,7.2,625
2021-02-13T09:00:00.000Z,5.8,19,8.2,719
2021-02-13T10:00:00.000Z,8.6,17,6.6,850
2021-02-13T11:00:00.000Z,7.6,18,5.8,824
2021-02-13T12:00:00.000Z,7.9,20,5.5,797
2021-02-13T13:00:00.000Z,7.3,18,6.2,995
2021-02-13T14:00:00.000Z,7.5,21,5.9,750
2021-02-13T15:00:00.000Z,5.8,17,7.4,754
2021-02-13T16:00:00.000Z,8.2,14,6.4,927
2021-02-13T17:00:00.000Z,7,14,7.1,837
2021-02-13T18:00:00.000Z,5.6,19,6.3,833
2021-02-13T19:00:00.000Z,5.7,18,8.3,929
2021-02-13T20:00:00.000Z,7.4,22,7.1,695
2021-02-13T21:00:00.000Z,5.5,19,6.2,1020
2021-02-13T22:00:00.000Z,7.7,18,7.3,659
2021-02-13T23:00:00.000Z,6.8,16,5.4,927
2021-02-14T00:00:00.000Z,6.9,16,6.7,900
2021-02-14T01:00:00.000Z,5.8,22,8.4,981
2021-02-14T02:00:00.000Z,5.6,18,7.2,804
2021-02-14T03:00:00.000Z,7.6,19,5.4,914
2021-02-14T04:00:00.000Z,8.5,22,7.1,729
2021-02-14T05:00:00.000Z,7,19,7.6,960
2021-02-14T06:00:00.000Z,6.9,22,6.5,868
2021-02-14T07:00:00.000Z,6.7,16,7.9,797
2021-02-14T08:00:00.000Z,7.4,20,8.4,640
2021-02-14T09:00:00.000Z,7.1,14,5.1,803
2021-02-14T10:00:00.000Z,7.3,15,8.2,668
2021-02-14T11:00:00.000Z,7.2,18,8.5,688
2021-02-14T12:00:00.000Z,5.7,20,5.4,650
2021-02-14T13:00:00.000Z,5.6,16,5.6,876
2021-02-14T14:00:00.000Z,8.7,22,6.9,676
2021-02-14T15:00:00.000Z,8.8,14,6.8,899
2021-02-14T16:00:00.000Z,7.3,16,6,977
2021-02-14T17:00:00.000Z,7.8,22,8,808
2021-02-14T18:00:00.000Z,7.5,16,7.6,703
2021-02-14T19:00:00.000Z,6.5,15,8.1,713
2021-02-14T20:00:00.000Z,7.3,15,6.3,952
2021-02-14T21:00:00.000Z,5.7,20,6.8,858
2021-02-14T22:00:00.000Z,6,17,7.8,702
2021-02-14T23:00:00.000Z,5.5,15,5.6,751
2021-02-15T00:00:00.000Z,8.5,20,5.6,837
2021-02-15T01:00:00.000Z,6.9,19,7.6,823
2021-02-15T02:00:00.000Z,7.9,16,7.3,752
2021-02-15T03:00:00.000Z,8.4,18,7,943
2021-02-15T04:00:00.000Z,5.7,21,6.9,919
2021-02-15T05:00:00.000Z,6.8,18,5.2,945
2021-02-15T06:00:00.000Z,6.5,19,8.3,770
2021-02-15T07:00:00.000Z,7.2,14,7.6,638
2021-02-15T08:00:00.000Z,8.6,22,5.2,745
2021-02-15T09:00:00.000Z,5.4,21,5.1,1018
2021-02-15T10:00:00.000Z,7.7,21,5.9,700
2021-02-15T11:00:00.000Z,6.3,21,7.3,777
2021-02-15T12:00:00.000Z,6.5,16,5.3,854
2021-02-15T13:00:00.000Z,8.5,14,7.1,953
2021-02-15T14:00:00.000Z,7,19,7.3,651
2021-02-15T15:00:00.000Z,7.1,16,5.3,638
2021-02-15T16:00:00.000Z,7.4,14,7.6,660
2021-02-15T17:00:00.000Z,5.6,19,5.6,758
2021-02-15T18:00:00.000Z,8.7,14,8.4,625
2021-02-15T19:00:00.000Z,7.8,16,6.3,726
2021-02-15T20:00:00.000Z,7.9,19,8.4,904
2021-02-15T21:00:00.000Z,6,15,8.3,831
2021-02-15T22:00:00.000Z,6.8,15,8.2,916
2021-02-15T23:00:00.000Z,5.9,18,6.3,836
2021-02-16T00:00:00.000Z,7.6,15,6.8,754
2021-02-16T01:00:00.000Z,6.7,16,7.4,839
2021-02-16T02:00:00.000Z,7.6,17,7.7,820
2021-02-16T03:00:00.000Z,7.9,16,6.2,676
2021-02-16T04:00:00.000Z,6.6,18,7,818
2021-02-16T05:00:00.000Z,8.5,15,5.2,792
2021-02-16T06:00:00.000Z,5.6,17,7.1,723
2021-02-16T07:00:00.000Z,7.2,18,6.8,970
2021-02-16T08:00:00.000Z,8.6,21,5.4,677
2021-02-16T09:00:00.000Z,7,16,7.1,652
2021-02-16T10:00:00.000Z,8,19,5.5,869
2021-02-16T11:00:00.000Z,8.4,18,5.9,753
2021-02-16T12:00:00.000Z,8,22,7.2,913
2021-02-16T13:00:00.000Z,8.6,21,5.5,775
2021-02-16T14:00:00.000Z,8.8,15,6.7,989
2021-02-16T15:00:00.000Z,8.8,20,8.5,827
2021-02-16T16:00:00.000Z,8.5,17,7.5,715
2021-02-16T17:00:00.000Z,8.6,17,7.9,633
2021-02-16T18:00:00.000Z,6,17,8.2,944
2021-02-16T19:00:00.000Z,8.9,15,6.1,816
2021-02-16T20:00:00.000Z,5.7,20,6.3,983
2021-02-16T21:00:00.000Z,8.4,16,5.3,755
2021-02-16T22:00:00.000Z,7,14,6.5,847
2021-02-16T23:00:00.000Z,6.3,22,5.1,764
2021-02-17T00:00:00.000Z,5.6,21,6.9,896
2021-02-17T01:00:00.000Z,6.5,22,6.9,681
2021-02-17T02:00:00.000Z,6.1,20,7.3,851
2021-02-17T03:00:00.000Z,8.9,16,7.3,838
2021-02-17T04:00:00.000Z,6.7,19,7.1,648
2021-02-17T05:00:00.000Z,6.5,17,6.8,850
2021-02-17T06:00:00.000Z,7.2,22,8.4,940
2021-02-17T07:00:00.000Z,5.8,22,7.9,867
2021-02-17T08:00:00.000Z,7.5,22,7.9,642
2021-02-17T09:00:00.000Z,5.4,20,7,750
2021-02-17T10:00:00.000Z,8.6,15,5.4,860
2021-02-17T11:00:00.000Z,7.1,14,7.4,990
2021-02-17T12:00:00.000Z,5.8,17,6.1,625
2021-02-17T13:00:00.000Z,6.3,17,7.5,992
2021-02-17T14:00:00.000Z,6.2,15,5.9,627
2021-02-17T15:00:00.000Z,8.4,19,5.7,1012
2021-02-17T16:00:00.000Z,5.8,20,6.2,639
2021-02-17T17:00:00.000Z,6.4,20,8.5,886
2021-02-17T18:00:00.000Z,5.7,17,7.2,639
2021-02-17T19:00:00.000Z,6.5,15,7.1,800
2021-02-17T20:00:00.000Z,8.7,17,6.4,692
2021-02-17T21:00:00.000Z,5.9,15,7.8,659
2021-02-17T22:00:00.000Z,7.5,17,7.3,634
2021-02-17T23:00:00.000Z,7,19,6.1,1017
2021-02-18T00:00:00.000Z,7.9,16,5.4,795
2021-02-18T01:00:00.000Z,7.5,18,7.5,884
2021-02-18T02:00:00.000Z,5.6,16,6.1,655
2021-02-18T03:00:00.000Z,5.7,18,7.1,806
2021-02-18T04:00:00.000Z,6,17,8.1,662
2021-02-18T05:00:00.000Z,7.9,21,6.6,915
2021-02-18T06:00:00.000Z,6.8,17,5.8,618
2021-02-18T07:00:00.000Z,8.6,15,5.3,808
2021-02-18T08:00:00.000Z,6.9,16,7.8,790
2021-02-18T09:00:00.000Z,6.4,16,8,789
2021-02-18T10:00:00.000Z,8.8,17,7.3,641
2021-02-18T11:00:00.000Z,7.9,14,6.8,630
2021-02-18T12:00:00.000Z,7.5,14,5.5,866
2021-02-18T13:00:00.000Z,6.5,14,5.2,775
2021-02-18T14:00:00.000Z,8.7,20,5.3,882
2021-02-18T15:00:00.000Z,7.3,18,8,890
2021-02-18T16:00:00.000Z,6.1,16,8.2,641
2021-02-18T17:00:00.000Z,5.9,19,6.6,857
2021-02-18T18:00:00.000Z,6.4,14,5.3,724
2021-02-18T19:00:00.000Z,6.1,22,6.5,653
2021-02-18T20:00:00.000Z,6,19,5.5,848
2021-02-18T21:00:00.000Z,7.8,17,6.4,818
2021-02-18T22:00:00.000Z,6.5,14,7,690
2021-02-18T23:00:00.000Z,5.5,20,7.3,894
2021-02-19T00:00:00.000Z,8.2,21,6.1,863
2021-02-19T01:00:00.000Z,5.8,15,6.2,632
2021-02-19T02:00:00.000Z,6.3,21,5.6,638
2021-02-19T03:00:00.000Z,8.8,21,7.5,738
2021-02-19T04:00:00.000Z,6.1,20,6.9,945
2021-02-19T05:00:00.000Z,7.9,18,5.6,803
2021-02-19T06:00:00.000Z,8.6,21,5.9,968
2021-02-19T07:00:00.000Z,5.5,16,8,635
2021-02-19T08:00:00.000Z,7.1,20,6.3,639
2021-02-19T09:00:00.000Z,8.5,17,7,835
2021-02-19T10:00:00.000Z,6.5,15,7.8,898
2021-02-19T11:00:00.000Z,5.9,21,6.1,736
2021-02-19T12:00:00.000Z,8.6,22,8.4,908
2021-02-19T13:00:00.000Z,7.6,17,8.3,996
2021-02-19T14:00:00.000Z,5.4,18,5.9,914
